codigo,tipo,nombre,deporte,direccion,telefono,municipio,departamento,paginaweb,email,ubicacion,razonsocial,claseubicacion,localidadcomuna,descripcion,latitud,longitud,urlimagen
1023,ESCENARIO,CANCHA MULTIPLE BARRIO CHILE SECTOR PALOMARES,Deportivo,BARRIO CHILE SECTOR PALOMARES,0,CARTAGENA DE INDIAS,BOLIVAR,www.idercartagenadeindias.info,www.idercartagenadeindias.info,Otro,INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER,Zona Urbana,UNIDAD COMUNERA DE GOBIERNO 10,CANCHA MULTIPLE,10.39658668,-75.51627035,http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/368.png
149,INDER,INDEPORTES GUAJIRA,,CL 6 2A-36,,,LA GUAJIRA,,aurelioapinto@hotmail.com; iddgguajira@conexcol.com,,,,,,11.55106959,-72.90539764,
494,LIGAS,LIGA DE FISICULTURISMO DE META,FISICULTURISMO,KR 32B N° 13-09,3208999028,VILLAVICENCIO,META,,,,,,,,4.128609574,-73.62905872,
2084,ESCENARIO,CANCHA DE FUTBOL DEL CLUB SOCIAL Y DEPORTIVO TEQUENDAMA,Recreativo y Deportivo,KR 53 N? 7-111,5131594,CALI,VALLE DEL CAUCA,clubtequendama2@hotmail.com,clubtequendama2@hotmail.com,Club,CLUB SOCIAL Y DEPORTIVO TEQUENDAMA,Zona Urbana,COMUNA DIECINUEVE,CANCHA DE FUTBOL,3.412889379,-76.54518804,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/604.png
1451,ESCENARIO,CANCHA MULTIPLE DEL COLEGIO AUGUSTO ZULUAGA,Deportivo,CL 33B KR 3B,3361155,PEREIRA,RISARALDA,colauzupa@yahoo.es,colauzupa@yahoo.es,Establecimiento educativo,COLEGIO AUGUSTO ZULUAGA,Zona Urbana,COMUNA RIO OTUN,CANCHA MULTIPLE,4.819044667,-75.70606633,http://www.visorgeocoldeportes.gov.co/images/escenarios/66001\292.png
282,LIGAS,LIGA DE FUTBOL DE CUNDINAMARCA,FUTBOL,DG 61C N° 24-38 BARRIO EL CAMPIN,,BOGOTÁ D.C.,BOGOTÁ D.C.,cundifutbol@hotmail.com,cundifutbol@hotmail.com,,,,,,4.648174594,-74.07602419,
675,LIGAS,LIGA DE BOXEO DEL VALLE,BOXEO,CASA DEL DEPORTE  KR 36 N° 5B-3,,CALI,VALLE DEL CAUCA,,,,,,,,3.428295771,-76.54061709,
345,LIGAS,LIGA DE FISICULTURISMO DE CALDAS,FISICULTURISMO,CL 67 N° 23B48,8815320,MANIZALES,CALDAS,,,,,,,,5.053869005,-75.48551604,
1329,ESCENARIO,CANCHA MULTIPLE BARRIO CAMBULOS,Deportivo,KR 17A CON CL 10,8314134,GIRARDOT,CUNDINAMARCA,deportesgirardot@hotmail.com,deportesgirardot@hotmail.com,Otro,JUNTA DE ACCION COMUNAL BARRIO CAMBULOS,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,4.2969835,-74.81595283,http://www.visorgeocoldeportes.gov.co/images/escenarios/25307/40.png
196,LIGAS,LIGA DE WUSHU  DE ANTIOQUIA,WUSHU,CL 48 CON KR 70-100 INT 5  COLISEO DE DEPORTE DE COMBATE,,MEDELLÍN,ANTIOQUIA,ligadewushuant@yahoo.es,ligadewushuant@yahoo.es,,,,,,6.254199724,-75.58842953,
2049,ESCENARIO,CANCHA MULTIPLE DE LA UNIDAD RECREATIVA LOS CASTORES,Recreativo,CL 11 N? 41A-36,6830261,CALI,VALLE DEL CAUCA,urloscastores@yahoo.es,urloscastores@yahoo.es,Complejo deportivo,UNIDAD RECREATIVA LOS CASTORES,Zona Urbana,COMUNA DIEZ,CANCHA MULTIPLE,3.41781128,-76.53576298,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/569.png
971,ESCENARIO,CANCHA DE VOLEIBOL N° 2 COLEGIO LA SALLE,Deportivo,TORICES PASEO BOLIVAR,6661173,CARTAGENA DE INDIAS,BOLIVAR,www.colsallecartagena.edu.co,www.colsallecartagena.edu.co,Establecimiento educativo,COLEGIO DE LA SALLE,Zona Urbana,UNIDAD COMUNERA DE GOBIERNO 2,CANCHA DE VOLEIBOL,10.42481861,-75.53446769,http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/276.png
1146,ESCENARIO,CANCHA MULTIPLE N° 3 DEL PARQUE RECREACIOBNAL DEL NORTE,Deportivo,KR 11 CON CL 26,0,SOGAMOSO,BOYACA,,,Complejo recreativo,INSTITUTO DE RECREACION Y DEPORTE DE SOGAMOSO,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,5.725878167,-72.92130583,http://www.visorgeocoldeportes.gov.co/images/escenarios/15759/59.png
739,LIGAS,LIGA DE TAEKWONDO DEL PUTUMAYO,TAEKWONDO,CL 2 N° 10-54B  BARRIO LAS AMERICAS,3173041166,MOCOA,PUTUMAYO,,,,,,,,1.143588942,-76.65324599,
1073,ESCENARIO,CANCHA MULTIPLE DEL INSTITUTO TECNICO GONZALO SUAREZ RENDON 3,Recreativo y Deportivo,CL 19 15-52,7442602,TUNJA,BOYACA,itgsrsc@gmail.com,itgsrsc@gmail.com,Establecimiento educativo,INSTITUTO TECNICO GONZALO SUAREZ RENDON,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,5.535442333,-73.36751383,http://www.visorgeocoldeportes.gov.co/images/escenarios/15001/73.png
728,LIGAS,LIGA DE TAEKWONDO DE CASANARE,TAEKWONDO,KR 22 CON CL 22  CENTRO DE ENTRENAMIENTO DE TAEKWONDO,3134705393,YOPAL,CASANARE,tdkcasanareqhotmail.com,tdkcasanareqhotmail.com,,,,,,5.33853789,-72.39260842,
2492,ESCENARIO,CANCHA DE FUTBOL DE LA INSTITUCION EDUCATIVA POLITECNICO COMERCIAL,Recreativo y Educación Fisíca,KR 62 N? 2-28,5513540,CALI,VALLE DEL CAUCA,politecnico@emcal.net.co,politecnico@emcal.net.co,Establecimiento educativo,INSTITUCION EDUCATIVA POLITECNICO COMERCIAL,Zona Urbana,COMUNA DIECINUEVE,CANCHA DE FUTBOL,3.402754519,-76.55311976,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/1012.png
426,LIGAS,LIGA DE TEJO DE CUNDINAMARCA,TEJO,COLISEO MUNICIPAL DE MADRID,,MADRID,CUNDINAMARCA,juacossd@hotmail.com,juacossd@hotmail.com,,,,,,4.731078959,-74.25574744,
1782,ESCENARIO,CANCHA DE MICROFUTBOL DEL BARRIO CIUDAD ALAMOS,Recreativo y Deportivo,AV 2A CON CL 59A NORTE,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA DOS,CANCHA DE MICROFUTBOL,3.484036929,-76.50512203,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/302.png
2321,ESCENARIO,PISTA TROTE DEL BARRIO CAMINO REAL,Recreativo y Deportivo,CL 11 CON KR 50 A,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA DIECISIETE,PISTA DE TROTE,3.408274412,-76.53756916,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/841.png
1814,ESCENARIO,CANCHA DE FUTBOL DEL PARQUE RECREATIVO VIPASA,Recreativo y Deportivo,AV 2A NORTE CON CL 44 NORTE,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Complejo recreativo,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA CUATRO,CANCHA DE FUTBOL,3.473594944,-76.51486143,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/334.png
2032,ESCENARIO,CANCHA MULTIPLE DE LA UNIVERSIDAD SAN BUENAVENTURA,Recreativo y Educación Fisíca,AV 10 DE MAYO LA UMBRIA VIA PANCE,3182200,CALI,VALLE DEL CAUCA,cmillan@usbcali.edu.co,cmillan@usbcali.edu.co,Universidad o centro de educaci? superior,UNIVERSIDAD SAN BUENAVENTURA,Zona Urbana,COMUNA VEINTIDOS,CANCHA MULTIPLE,3.346762758,-76.54594624,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/552.png
2475,ESCENARIO,CANCHA DE BALONCESTO DE LA INSTITUCION EDUCATIVA RODRIGO LLOREDA CAICEDO,Recreativo y Educación Fisíca,KR 30 N? 44 A 21,4377749,CALI,VALLE DEL CAUCA,0,0,Establecimiento educativo,INSTITUCION EDUCATIVA RODRIGO LLOREDA CAICEDO,Zona Urbana,COMUNA TRECE,CANCHA DE BALONCESTO,3.417932763,-76.49809565,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/995.png
2001,ESCENARIO,CANCHA DE TENIS DE LA UNIVERSIDAD DEL VALLE,Recreativo y Educación Fisíca,CL 13 N? 100-00,3315193,CALI,VALLE DEL CAUCA,cesar.bolanos@univalle.edu.co,cesar.bolanos@univalle.edu.co,Universidad o centro de educaci? superior,UNIVERSIDAD DEL VALLE,Zona Urbana,COMUNA DIECISIETE,CANCHA DE TENIS,3.36988347,-76.53300906,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/521.png
1195,ESCENARIO,CANCHA MULTIPLE ANTIGUO LICEO LOS ALPES BARRIO PUENTE 1,Deportivo,CL 17E  KR 2W BARRIO PUENTE 1,7908588,MONTERÍA,CORDOBA,www.monteria-cordoba.gov.co,www.monteria-cordoba.gov.co,Establecimiento educativo,LICEO LOS ALPES,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,8.750378336,-75.8942984,http://www.visorgeocoldeportes.gov.co/images/escenarios/23001/5.png
233,LIGAS,LIGA DE CICLISMO DE BOGOTA,CICLISMO,VELODROMO LUIS CARLOS GALAN SARMIENTO,,BOGOTÁ D.C.,BOGOTÁ D.C.,ligaciclismobogota@yahoo.es,ligaciclismobogota@yahoo.es,,,,,,4.666374297,-74.09801766,
158,INDER,INDEPORTES TOLIMA,,CL 18 7-30 BARRIO INTERLAKEN,,,TOLIMA,,indeportestolima@gmail.com,,,,,,4.444211617,-75.2332818,
356,LIGAS,LIGA DE BOXEO DE CALDAS,BOXEO,KR 12 N 11-40 COLISEO DE ENTRENAMIENTI LA CAMPEONA,3148967177,LA DORADA,CALDAS,ligaboxcalsdas@hotmail.com,ligaboxcalsdas@hotmail.com,,,,,,5.447161434,-74.66949211,
1567,ESCENARIO,PISCINA DEL CENTRO RECREATIVO SAN LUIS,Recreativo,CL 70 N? 1A 14,4465376,CALI,VALLE DEL CAUCA,www.cprcali.org,www.cprcali.org,Complejo recreativo,CORPORACION PARA LA RECREACION POPULAR,Zona Urbana,COMUNA SEIS,PISCINA,3.48004197,-76.48891487,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/87.png
1219,ESCENARIO,CANCHA MULTIPLE ESCUELA VICTORIA MANZUR SEDE SEVERO J. GARCIA,Deportivo,KR30A No11A-16 BARRIO CANTA CLARO LA UNION,7830253,MONTERÍA,CORDOBA,licmanuelmontes@gmial.com,licmanuelmontes@gmial.com,Establecimiento educativo,ESCUELA VICTORIA MANZUR SEDE SEVERO J GARCIA,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,8.733381945,-75.87029283,http://www.visorgeocoldeportes.gov.co/images/escenarios/23001/31.png
714,LIGAS,LIGA DE CICLISMO DE ARAUCA,CICLISMO,CL 19 19-24 CRISTO REY CENTRO ALMACEN EL CICLISTA,,ARAUCA,ARAUCA,marilynlopezforero@gmail.com,marilynlopezforero@gmail.com,,,,,,7.08417166,-70.75684992,
1886,ESCENARIO,CANCHA MULTIPLE DEL BARRIO LA SULTANA BERLIN,Recreativo y Deportivo,CL 31B CON KR 4 NORTE,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA CUATRO,CANCHA MULTIPLE,3.464719474,-76.51682929,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/406.png
1039,ESCENARIO,CANCHA MULTIPLE PARQUE EL CENTENARIO,Deportivo,PARQUE EL CENTENARIOBARRIO CENTRO,0,CARTAGENA DE INDIAS,BOLIVAR,www.idercartagenadeindias.info,www.idercartagenadeindias.info,Otro,INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER,Zona Urbana,UNIDAD COMUNERA DE GOBIERNO 1,CANCHA MULTIPLE,10.4228365,-75.54680446,http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/411.png
1302,ESCENARIO,PISICINA SEMI OLIMPICA UNIDAD DEPORTIVA ESTADIO MUNICIPAL,Deportivo,AV NARI?O CON CALLE 19,8314134,GIRARDOT,CUNDINAMARCA,deportesgirardot@hotmail.com,deportesgirardot@hotmail.com,Complejo deportivo,ALCALDIA DE GIRARDOT,Zona Urbana,SIN COMUNAS,PISCINA SEMI OLIMPICA,4.304912667,-74.810766,http://www.visorgeocoldeportes.gov.co/images/escenarios/25307/13.png
707,LIGAS,LIGA DE ATLETISMO DE ARAUCA,ATLETISMO,CL  1A KR 26  COLISEO CUBIERTO BARRIO LOS FUNDADORES,,ARAUCA,ARAUCA,atlearauca@fecodatle.org,atlearauca@fecodatle.org,,,,,,7.068262163,-70.76052871,
1610,ESCENARIO,CANCHA MULTIPLE  DEL BARRIO LOS PINOS,Recreativo y Deportivo,KR 7 J CL 69A,5566684,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE  RECREACION Y DEPORTES DE SANTIAGO DE CALI,Zona Urbana,COMUNA SIETE,CANCHA MULTIPLE,3.458563068,-76.48467802,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/130.png
1230,ESCENARIO,CANCHA MULTIPLE FUNDACION UNIVERSITARIA LUIS AMIGO,Recreativo y Deportivo,CL 64 N? 6 -108BARRIO LOS ALCAZARES,7851282,MONTERÍA,CORDOBA,monteria@funlam.edu.co,monteria@funlam.edu.co,Universidad o centro de educaci? superior,FUNDACION UNIVERSITARIA LUIS AMIGO,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,8.774334833,-75.8646925,http://www.visorgeocoldeportes.gov.co/images/escenarios/23001/59.png
1510,ESCENARIO,PISTA DE BICICROSS DE LA UNIDAD RECREATIVA LOS GUADUALES,Recreativo,KR 9 NORTE N?71-35,4401209,CALI,VALLE DEL CAUCA,0,0,Complejo deportivo,UNIDAD RECREATIVA LOS GUADUALES,Zona Urbana,COMUNA SEIS,PISTA DE BICICROSS,3.493293868,-76.49951677,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/30.png
2164,ESCENARIO,CANCHA DE MICROFUTBOL DEL CLUB CAMPESTRE DE CALI,Recreativo y Deportivo,CL 5A CON KR 100,3336000,CALI,VALLE DEL CAUCA,directorrh@campestrecali.org,directorrh@campestrecali.org,Club,CLUB CAMPESTRE DE CALI,Zona Urbana,COMUNA VEINTIDOS,CANCHA DE MICROFUTBOL,3.367037243,-76.54480291,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/684.png
1484,ESCENARIO,CANCHA DE BALONCESTO N°4 DE LA UNIDAD DEPORTIVA PANAMERICANA JAIME APARICIO,Deportivo,CL 9 N? 37A-01,5566412,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Complejo deportivo,SECRETARIA DE  RECREACION Y DEPORTES DE SANTIAGO DE CALI,Zona Urbana,COMUNA DIECINUEVE,CANCHA DE BALONCESTO,3.425135101,-76.53761438,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/4.png
2187,ESCENARIO,CAMPO DE POLO DEL CLUB CAMPESTRE DE CALI,Recreativo y Deportivo,CL 5A CON KR 100,3336000,CALI,VALLE DEL CAUCA,directorrh@campestrecali.org,directorrh@campestrecali.org,Club,CLUB CAMPESTRE DE CALI,Zona Urbana,COMUNA VEINTIDOS,CAMPO DE POLO,3.365872321,-76.54784256,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/707.png
1200,ESCENARIO,CANCHA MULTIPLE BARRIO CASITA NUEVA,Recreativo y Deportivo,CL 28A N? 8BW-84 BARRIO CASITA NUEVA,7822583,MONTERÍA,CORDOBA,www.monteria-cordoba.gov.co,www.monteria-cordoba.gov.co,Otro,ALCALDIA DE MONTERIA,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,8.760749341,-75.89371904,http://www.visorgeocoldeportes.gov.co/images/escenarios/23001/10.png
1882,ESCENARIO,CANCHA MULTIPLE DEL BARRIO POPULAR,Recreativo y Deportivo,CL 42A CON KR 2 NORTE,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA CUATRO,CANCHA MULTIPLE,3.469679386,-76.51183314,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/402.png
698,LIGAS,LIGA DE TIRO CON ARCO MILITAR,TIRO CON ARCO,KR 8A 58-67 (BASE AEREA),,CALI,VALLE DEL CAUCA,bienestar.grufo@emavil.edu.co,bienestar.grufo@emavil.edu.co,,,,,,3.452701449,-76.4933575,
412,LIGAS,LIGA DE SOFTBOL DE CORDOBA,SOFTBOL,CL 15 N° 8A-85B  LACHARME,3162487296,MONTERÍA,CORDOBA,ligadesoftboldecordoba@hotmail.com,ligadesoftboldecordoba@hotmail.com,,,,,,8.74637286,-75.88886826,
2026,ESCENARIO,PISTA DE LANZAMIENTO DE DISCO DE LA UNIVERSIDAD DEL VALLE,Recreativo y Educación Fisíca,CL 13 N? 100-00,3315193,CALI,VALLE DEL CAUCA,cesar.bolanos@univalle.edu.co,cesar.bolanos@univalle.edu.co,Universidad o centro de educaci? superior,UNIVERSIDAD DEL VALLE,Zona Urbana,COMUNA DIECISIETE,PISTA DE LANZAMIENTO DE DISCO,3.371354302,-76.53254841,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/546.png
2186,ESCENARIO,CANCHA DE TENIS DEL CLUB CAMPESTRE DE CALI,Recreativo y Deportivo,CL 5A CON KR 100,3336000,CALI,VALLE DEL CAUCA,directorrh@campestrecali.org,directorrh@campestrecali.org,Club,CLUB CAMPESTRE DE CALI,Zona Urbana,COMUNA VEINTIDOS,CANCHA DE TENIS,3.368079652,-76.54731866,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/706.png
843,ESCENARIO,CANCHA DE MICROFUTBOL PARQUE BELMINTON ( CLUB DE LEONES ),Recreativo y Deportivo,CL 85 CON KR 73 ESQUINA,3399888,BARRANQUILLA,ATLANTICO,svasquez@barranquilla.gov.co,svasquez@barranquilla.gov.co,Otro,INSTITUTO MUNICIPAL DE RECREACION Y DEPORTE DE BARRANQUILLA - IMRD,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,11.01894817,-74.80916983,http://www.visorgeocoldeportes.gov.co/images/escenarios/08001/367.png
797,ESCENARIO,CANCHA DE FUTBOL CEVILLAR,Deportivo,KR 13 C N? 45F-81,3243948,BARRANQUILLA,ATLANTICO,atencioalciudadano@barranquilla.gov.co,atencioalciudadano@barranquilla.gov.co,Otro,SECRETARIA DISTRITAL DE RECREACION Y DEPORTES DE BARRANQUILLA,Zona Urbana,SIN COMUNAS,CANCHA DE FUTBOL,10.956761,-74.80212183,http://www.visorgeocoldeportes.gov.co/images/escenarios/08001/230.png
1617,ESCENARIO,CANCHA DE FUTBOL N°1  DEL BARRIO ALFONSO LOPEZ,Recreativo y Deportivo,CL 70 KR 7 C,5566684,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE  RECREACION Y DEPORTES DE SANTIAGO DE CALI,Zona Urbana,COMUNA SIETE,CANCHA DE FUTBOL,3.462493279,-76.48346227,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/137.png
1602,ESCENARIO,CANCHA DE MICROFUTBOL DEL BARRIO FEPICOL,Recreativo y Deportivo,KR 16 G BIS KR 11,5566684,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE  RECREACION Y DEPORTES DE SANTIAGO DE CALI,Zona Urbana,COMUNA SIETE,CANCHA DE MICROFUTBOL,3.461901084,-76.48577058,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/122.png
917,ESCENARIO,CANCHA MULTIPLE BARRIO LOS ANDES,Deportivo,TV 73 N? 31D-66 BARRIO LOS ALPES,0,CARTAGENA DE INDIAS,BOLIVAR,www.idercartagenadeindias.info.co,www.idercartagenadeindias.info.co,Otro,INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER,Zona Urbana,UNIDAD COMUNERA DE GOBIERNO 7,CANCHA MULTIPLE,10.395857,-75.48216233,http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/220.png
1802,ESCENARIO,GIMNASIO DE LA UNIDAD RECREATIVA EL RINCON DE PACARA,Recreativo,AV 2G 58N-100,6653948,CALI,VALLE DEL CAUCA,rincondepacara@crcali.org,rincondepacara@crcali.org,Complejo deportivo,UNIDAD RECREATIVA EL RINCON DE PACARA,Zona Urbana,COMUNA DOS,GIMNASIO,3.487133371,-76.50904758,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/322.png
1411,ESCENARIO,CANCHA MULTIPLE DEL BARRIO GAMA,Deportivo,AV 30 AGOSTO FRENTE AEROPUERTO,3248001,PEREIRA,RISARALDA,,,Otro,JUNTA DE ACCION COMUNAL BARRIO GAMA,Zona Urbana,COMUNA OLIMPICA,CANCHA DE MICROFUTBOL,4.808203167,-75.74654767,http://www.visorgeocoldeportes.gov.co/images/escenarios/66001\107.png
679,LIGAS,LIGA DE GIMNASIA DEL VALLE,GIMNASIA,COLISEO DEL PUEBLO OFC 104,,CALI,VALLE DEL CAUCA,ligagimnasiavalle@hotmail.com,ligagimnasiavalle@hotmail.com,,,,,,3.413364485,-76.55163466,
2029,ESCENARIO,CANCHA DE MINIFUTBOL DE LA UNIVERSIDAD SAN BUENAVENTURA,Recreativo y Educación Fisíca,AV 10 DE MAYO LA UMBRIA VIA PANCE,3182200,CALI,VALLE DEL CAUCA,cmillan@usbcali.edu.co,cmillan@usbcali.edu.co,Universidad o centro de educaci? superior,UNIVERSIDAD SAN BUENAVENTURA,Zona Urbana,COMUNA VEINTIDOS,CANCHA DE MINIFUTBOL,3.342765898,-76.544427,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/549.png
1084,ESCENARIO,CANCHE MULTIPLE DEL BARRIO XATIVILLA,Deportivo,CL 14A CON KR 2A ESTE,7430296,TUNJA,BOYACA,recreacionydeportetunja@irdet.go.co,recreacionydeportetunja@irdet.go.co,Otro,JUNTA DE ACCION COMUNAL DEL BARRIO XATIVILLA,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,5.520538167,-73.35364367,http://www.visorgeocoldeportes.gov.co/images/escenarios/15001/84.png
1714,ESCENARIO,CANCHA DE TENIS N°5 DEL PARQUE  DE LA CA?A,Recreativo,KR 8 N? 39 01,0,CALI,VALLE DEL CAUCA,www.cprcali.org,www.cprcali.org,Complejo recreativo,CORPORACION PARA LA RECREACION POPULAR,Zona Urbana,COMUNA SIETE,CANCHA DE TENIS,3.454890642,-76.50626123,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/234.png
1615,ESCENARIO,PISCINA  DEL BARRIO LAS CEIBAS,Recreativo y Deportivo,CL 63 N?7 U 00,5566684,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE  RECREACION Y DEPORTES DE SANTIAGO DE CALI,Zona Urbana,COMUNA SIETE,PISCINA,3.453617729,-76.487978,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/135.png
518,LIGAS,LIGA DE TENIS DE NARIÑO,TENIS,KR 38 20-22 PALERMO,,PASTO,NARIÑO,litenar@gmail.com,litenar@gmail.com,,,,,,1.227959392,-77.28260925,
2063,ESCENARIO,SALA DE AJEDREZ DE LA UNIVERSIDAD SANTIAGO DE CALI,Recreativo y Educación Fisíca,CL 5 N? 62-00,5183000,CALI,VALLE DEL CAUCA,www.usc.edu.co,www.usc.edu.co,Universidad o centro de educaci? superior,UNIVERSIDAD SANTIAGO DE CALI,Zona Urbana,COMUNA DIECINUEVE,SALA DE AJEDREZ,3.40228808,-76.54911094,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/583.png
2237,ESCENARIO,SALON DE SQUASH DEL CLUB CAMPESTRE DE CALI,Recreativo y Deportivo,CL 5A CON KR 100,3336000,CALI,VALLE DEL CAUCA,directorrh@campestrecali.org,directorrh@campestrecali.org,Club,CLUB CAMPESTRE DE CALI,Zona Urbana,COMUNA VEINTIDOS,SALON DE SQUASH,3.367660882,-76.54519686,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/757.png
2408,ESCENARIO,CANCHA DE BALONCESTO DEL BARRIO EL JARDIN,Recreativo y Deportivo,KR 32 CON C 27,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA ONCE,CANCHA DE BALONCESTO,3.426058254,-76.5171168,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/928.png
702,LIGAS,LIGA DE JUDO DEL VALLE DEL CAUCA,JUDO,KR 52 CL 2 Y 3 COLISEO EL PUEBLO,,CALI,VALLE DEL CAUCA,livaljudo2007@gmail.com,livaljudo2007@gmail.com,,,,,,3.414790687,-76.55154841,
1375,ESCENARIO,PISCINA OLIMPICA VILLA OLIMPICA,Deportivo,SECTOR VILLA OLIMPICA,9170453,PEREIRA,RISARALDA,areaescenarios@hotmail.com,areaescenarios@hotmail.com,Complejo deportivo,SECRETARIA MUNICIPAL DE RECREACION Y DEPORTE,Zona Urbana,COMUNA OLIMPICA,PISCINA OLIMPICA,4.807513167,-75.75322733,http://www.visorgeocoldeportes.gov.co/images/escenarios/66001\37.png
1217,ESCENARIO,CANCHA DE FUTBOL DEL CLUB DEPORTIVO LA PRADERA,Recreativo y Deportivo,BARRIO LA PRADERA ETAPA 6,7822583,MONTERÍA,CORDOBA,www.monteria-cordoba.gov.co,www.monteria-cordoba.gov.co,Otro,ALCALDIA DE MONTERIA,Zona Urbana,SIN COMUNAS,CANCHA DE FUTBOL,8.735023235,-75.87298388,http://www.visorgeocoldeportes.gov.co/images/escenarios/23001/28.png
1323,ESCENARIO,CANCHA DE BALONCESTO DEL SEMINARIO MAYOR LA INMACULADA CONCEPCION,Recreativo y Deportivo,AV CIRCUNVALAR VIA NARI?O,8355818,GIRARDOT,CUNDINAMARCA,pwhscsic@hotmail.com,pwhscsic@hotmail.com,Otro,SEMINARIO MAYOR LA INMACULADA CONCEPCION,Zona Urbana,SIN COMUNAS,CANCHA DE BALONCESTO,4.3150225,-74.8100675,http://www.visorgeocoldeportes.gov.co/images/escenarios/25307/34.png
